gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),118.75,6929.422244542346,No
Male,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.83,18.8,No
Male,1,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.09,25.3476877662589,Yes
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.42,18.8,No
Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.88,180.51639837737383,Yes
Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,30.59671183924263,No
Male,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,214.5341764390762,No
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,106.74,759.0889171380145,No
Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.11,594.8322787744636,No
Male,1,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,85.15,2142.5798565807877,No
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.39,18.8,No
Male,0,No,No,21,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,114.43,3025.633448717189,No
Female,1,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,106.86,1432.9469089593822,Yes
Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),72.23,1932.3892711529252,No
Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),52.18,4570.924929006797,No
Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),112.8,38.8591093954617,Yes
Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),30.71,18.8,No
Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.23,18.8,No
Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.1,18.8,No
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.78,527.7200579817143,No
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.05,268.3050072007526,No
Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),63.12,89.94998561735967,No
Male,1,Yes,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.88,18.8,Yes
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),111.84,8684.8,No
Male,0,Yes,Yes,4,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),118.75,1735.5217218335888,No
Male,0,Yes,Yes,50,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),107.75,165.31033531945616,No
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,118.75,4740.935186201253,No
Female,1,No,Yes,64,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.0,18.8,No
Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,97.71,8684.8,No
Male,0,No,No,72,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),110.78,2407.3106858063866,No
Male,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.25,18.8,No
Female,0,No,No,5,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,3761.2983976025566,No
Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,95.17,8684.8,No
Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,28.29,289.0058582641001,No
Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,3274.9741256064435,No
Male,1,Yes,No,9,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,100.33,18.8,Yes
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.75,8684.8,No
Female,0,No,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,69.93,1146.7113858160901,No
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.38,4125.877735442081,No
Male,1,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.22,6114.074895926315,No
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),117.01,3271.376393367799,No
Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.81,862.8607523846015,No
Female,1,Yes,No,22,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),118.75,18.8,No
Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,70.46,62.67835614311991,No
Female,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,18.8,No
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),94.22,1175.6917508675904,No
Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),98.22,18.8,No
Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.62,8684.8,No
Male,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,22.04,107.46733327307113,No
Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,275.6216283714333,No
Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.68,4130.313247023957,No
Female,1,Yes,No,31,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.78,5500.882954248534,No
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.79,1658.3676845755353,No
Male,1,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.98,18.8,Yes
Male,1,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,974.2561443830971,Yes
Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.65,955.4990333388557,Yes
Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),76.3,8604.128974032123,No
Female,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),58.6,320.04654342943144,No
Male,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,25.87,31.263155338703115,No
Male,0,No,Yes,12,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,118.75,18.8,Yes
Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.16,18.8,No
Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,103.48,1313.2292163286957,No
Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.35,18.8,Yes
Female,1,Yes,No,41,Yes,No,No,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),19.71,18.8,No
Female,0,Yes,No,3,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,36.8,2141.8509827729176,No
Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.97,1310.8136248655494,No
Male,0,No,Yes,0,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,106.47,2008.8720895396286,Yes
Male,0,No,No,3,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,72.85,2398.582917764169,Yes
Male,0,No,Yes,37,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),47.9,3392.5216219516515,Yes
Male,1,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),25.69,18.8,Yes
Male,1,No,No,50,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,94.15,230.9945040293149,Yes
Male,0,No,Yes,31,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.28,4953.345452206508,No
Male,1,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),118.75,892.8851741889093,No
Male,0,Yes,Yes,62,Yes,No,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),118.36,323.99325789362547,No
Female,1,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.3,2002.201966249153,No
Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),106.54,762.3382437574721,No
Female,1,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,118.75,341.41757364841146,Yes
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.19,8058.596236631948,No
Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.75,18.8,No
Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),23.78,365.28823196612666,No
Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,23.99,98.94908042354214,No
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.62,47.87136473677691,No
Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.02,18.8,No
Female,0,Yes,Yes,63,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),118.75,227.22201347714756,No
Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.17,18.8,No
Male,0,No,Yes,70,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.09,18.8,No
Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.36,18.8,No
Male,0,No,No,11,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,29.75,18.8,No
Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,18.8,Yes
Female,0,Yes,No,0,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.97,18.8,No
Male,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,49.55,1061.0162202732179,Yes
Female,0,No,Yes,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,18.25,18.8,No
Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,1001.5243298977286,Yes
Male,0,Yes,Yes,72,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),31.57,1260.3779042725998,No
Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.57,108.45119423183453,No
Male,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),118.75,8684.8,Yes
Male,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.19,1010.5600754529886,No
Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,114.74,7323.3055379599255,No
Male,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),98.56,1493.3755135621102,No
Female,0,Yes,No,69,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,33.86,2045.9784174780661,No
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),104.92,7760.612609425437,No
Female,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.62,376.2284491780751,No
Male,1,No,No,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),118.75,5484.00704157079,Yes
Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.04,18.8,Yes
Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),118.75,524.9713814579916,No
Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.2,202.69224098021687,No
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.42,18.8,No
Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.28,18.8,No
Male,1,Yes,No,5,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,101.16,8684.8,No
Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),63.29,18.8,Yes
Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.69,18.8,No
Male,0,Yes,Yes,31,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.45,7076.50699415073,Yes
Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Electronic check,109.54,1407.3405198972046,Yes
Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.55,1655.1866996165995,No
Male,0,No,No,28,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),29.27,18.8,No
Male,0,No,No,72,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.05,1253.8696259454614,No
Male,1,No,Yes,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.28,214.85803324119533,Yes
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,118.75,388.01883558372776,No
Female,0,No,No,72,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.59,1214.218516261718,No
Female,0,Yes,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,118.75,6488.861289251622,No
Female,0,No,Yes,67,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.41,356.8169628084788,No
Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,320.01589983736284,No
Male,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.79,18.8,Yes
Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.03,18.8,No
Male,0,No,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,100.18,18.8,Yes
Male,1,No,No,24,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),58.46,18.8,Yes
Male,1,Yes,Yes,62,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,1573.6709098763827,Yes
Male,0,Yes,Yes,19,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,62.98,7699.749792541383,No
Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.93,1362.3020259211753,No
Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),118.75,18.8,Yes
Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.86,18.8,No
Male,1,Yes,No,19,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,87.53,837.8268233228948,No
Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.58,1576.9356258634539,No
Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.06,18.8,Yes
Female,0,Yes,Yes,40,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,98.55,5901.3154786035175,No
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),29.78,858.3770583619269,No
Male,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,114.18,18.8,No
Male,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.92,18.8,Yes
Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),118.75,1496.473224643621,No
Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,84.6,2414.5027916432136,No
Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,118.75,8684.8,No
Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,101.06,419.83516255208053,No
Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),118.75,8346.036218471723,No
Male,0,Yes,No,63,Yes,No,DSL,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.93,18.8,No
Female,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),76.51,5707.362329428581,No
Male,0,Yes,No,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.09,18.8,No
Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,Yes,Electronic check,106.15,118.80224456832121,Yes
Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,107.78,219.173091940274,No
Female,0,Yes,No,72,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,468.6345662226445,Yes
Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,105.18,18.8,No
Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.86,8684.8,No
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.62,655.1800082591845,No
Female,1,Yes,Yes,24,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),72.79,7823.838479028704,No
Male,0,No,No,0,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),113.26,951.8606200975332,No
Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),105.65,1322.585749537201,No
Male,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.53,6716.720261152217,No
Male,0,Yes,No,11,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),26.83,288.65972847132,No
Male,0,Yes,Yes,35,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.74,8000.968893091501,No
Female,1,Yes,No,10,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.09,1304.1556823136543,No
Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,58.14,413.1846926003533,No
Male,1,No,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),105.86,1838.7249690450449,Yes
Male,0,Yes,No,72,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),72.87,2099.603351208766,No
Female,0,Yes,Yes,11,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,62.73,292.7657720514137,Yes
Male,0,No,No,5,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,107.95,2542.3911503583845,No
Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,4067.558565992565,No
Male,0,Yes,No,9,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),118.75,5282.585335858013,No
Female,0,Yes,Yes,0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,18.8,No
Male,0,No,No,34,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,One year,No,Mailed check,71.47,3507.192023323698,Yes
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),55.3,8684.8,No
Female,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,89.21,6547.454135774614,No
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),118.75,8684.8,No
Female,1,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),118.75,18.8,No
Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.66,18.8,No
Male,0,No,Yes,72,No,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,3309.140597222259,No
Male,1,No,No,20,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,106.01,18.8,Yes
Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,117.19,1247.708147048063,No
Female,1,No,Yes,52,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.73,49.34004583292926,No
Male,0,Yes,No,14,Yes,No,No,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),74.43,18.8,No
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.04,1863.000851666694,No
Male,0,No,No,7,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.25,18.8,No
